symbol,code,name,exchange,board,list_date,total_mv,float_mv,total_mv_bil,float_mv_bil,f2,f3,f6,f8
601952.SH,601952,苏垦农发,SH,主板,2017-05-15,12884300000.0,12884300000.0,128.843,128.843,9.35,0.54,59746254.0,0.47
601956.SH,601956,东贝集团,SH,主板,2020-12-25,5159417697.0,5159417697.0,51.59417697,51.59417697,8.3,1.97,986086793.0,18.97
601958.SH,601958,金钼股份,SH,主板,2008-04-17,46882561932.0,46882561932.0,468.82561932,468.82561932,14.53,0.0,344223496.0,0.73
601963.SH,601963,重庆银行,SH,主板,2021-02-05,35753487903.0,19339044800.0,357.53487903,193.390448,10.29,-0.1,241427582.0,1.26
601965.SH,601965,中国汽研,SH,主板,2012-06-11,17051933079.0,16897941639.0,170.51933079,168.97941639,17.0,-1.22,130615116.0,0.77
601966.SH,601966,玲珑轮胎,SH,主板,2016-07-06,22128160567.0,22128160567.0,221.28160567,221.28160567,15.12,0.67,152676070.0,0.69
601968.SH,601968,宝钢包装,SH,主板,2015-06-11,6634053192.0,6634053192.0,66.34053192,66.34053192,5.2,-1.7,92367461.0,1.39
601969.SH,601969,海南矿业,SH,主板,2014-12-09,18124111637.0,17979971197.0,181.24111637,179.79971197,9.07,-0.87,548491069.0,3.01
601975.SH,601975,招商南油,SH,主板,2019-01-08,15606032481.0,15606032481.0,156.06032481,156.06032481,3.25,2.85,555002867.0,3.6
601985.SH,601985,中国核电,SH,主板,2015-06-10,186346098790.0,171082560895.0,1863.4609879,1710.82560895,9.06,0.22,1364621526.0,0.8
601988.SH,601988,中国银行,SH,主板,2006-07-05,1727058527323.0,1129703159575.0,17270.58527323,11297.03159575,5.36,0.37,1771036686.0,0.16
601990.SH,601990,南京证券,SH,主板,2018-06-13,30633660193.0,30412845319.0,306.33660193,304.12845319,8.31,0.0,131102931.0,0.43
601991.SH,601991,大唐发电,SH,主板,2006-12-20,66994292024.0,44873842564.0,669.94292024,448.73842564,3.62,0.56,478759899.0,1.07
601992.SH,601992,金隅集团,SH,主板,2011-03-01,18472544062.0,14418093797.0,184.72544062,144.18093797,1.73,0.58,106053656.0,0.73
601995.SH,601995,中金公司,SH,主板,2020-11-02,180635952001.0,109398958105.0,1806.35952001,1093.98958105,37.42,0.13,686799948.0,0.63
601997.SH,601997,贵阳银行,SH,主板,2016-08-16,21864064494.0,21864064494.0,218.64064494,218.64064494,5.98,0.5,236733436.0,1.09
601998.SH,601998,中信银行,SH,主板,2007-04-27,429024201055.0,314282724503.0,4290.24201055,3142.82724503,7.71,-1.03,511592485.0,0.16
601999.SH,601999,出版传媒,SH,主板,2007-12-21,3773765695.0,3773765695.0,37.73765695,37.73765695,6.85,0.15,23149232.0,0.62
603000.SH,603000,人民网,SH,主板,2012-04-27,21173983722.0,21173983722.0,211.73983722,211.73983722,19.15,0.21,81875625.0,0.39
603001.SH,603001,奥康国际,SH,主板,2012-04-26,3396300600.0,3396300600.0,33.963006,33.963006,8.47,3.04,55945272.0,1.65
603002.SH,603002,宏昌电子,SH,主板,2012-05-18,7802460142.0,7802460142.0,78.02460142,78.02460142,6.88,1.62,135235230.0,1.73
603005.SH,603005,晶方科技,SH,主板,2014-02-10,18554285036.0,18554285036.0,185.54285036,185.54285036,28.45,1.46,536083143.0,2.89
603006.SH,603006,联明股份,SH,主板,2014-06-30,3539219160.0,3539219160.0,35.3921916,35.3921916,13.92,2.88,40654741.0,1.15
603007.SH,603007,*ST花王,SH,主板,2016-08-26,5734900501.0,3268893288.0,57.34900501,32.68893288,6.54,4.98,55184134.0,1.7
603008.SH,603008,喜临门,SH,主板,2012-07-17,6511369144.0,6511369144.0,65.11369144,65.11369144,17.53,-0.4,100830237.0,1.55
603009.SH,603009,北特科技,SH,主板,2014-07-18,16083378242.0,16077810165.0,160.83378242,160.77810165,47.51,1.11,320947015.0,1.98
603010.SH,603010,万盛股份,SH,主板,2014-10-10,6532530810.0,6532530810.0,65.3253081,65.3253081,11.08,6.03,278512756.0,4.32
603011.SH,603011,合锻智能,SH,主板,2014-11-07,11252872586.0,11252872586.0,112.52872586,112.52872586,22.76,1.02,1907353501.0,17.03
603012.SH,603012,创力集团,SH,主板,2015-03-20,3956580000.0,3956580000.0,39.5658,39.5658,6.12,0.0,71004123.0,1.8
603013.SH,603013,亚普股份,SH,主板,2018-05-09,12030704726.0,12030704726.0,120.30704726,120.30704726,23.47,1.82,101163743.0,0.84
603015.SH,603015,弘讯科技,SH,主板,2015-03-03,4789995150.0,4789995150.0,47.8999515,47.8999515,11.85,1.2,60154432.0,1.26
603016.SH,603016,新宏泰,SH,主板,2016-07-01,3669923200.0,3669923200.0,36.699232,36.699232,24.77,2.14,48881616.0,1.34
603018.SH,603018,华设集团,SH,主板,2014-10-13,5196852663.0,5196852663.0,51.96852663,51.96852663,7.6,0.4,26192351.0,0.51
603019.SH,603019,中科曙光,SH,主板,2014-11-06,153554001531.0,153511085377.0,1535.54001531,1535.11085377,104.95,0.19,4125703123.0,2.66
603020.SH,603020,爱普股份,SH,主板,2015-03-25,3951181450.0,3951181450.0,39.5118145,39.5118145,10.31,2.49,80836131.0,2.08
603025.SH,603025,大豪科技,SH,主板,2015-04-22,18212639348.0,18090640548.0,182.12639348,180.90640548,16.31,2.9,141770223.0,0.78
603026.SH,603026,石大胜华,SH,主板,2015-05-29,13512947883.0,11769627600.0,135.12947883,117.696276,58.07,0.16,887396953.0,7.48
603027.SH,603027,千禾味业,SH,主板,2016-03-07,11823796922.0,11083127063.0,118.23796922,110.83127063,11.53,-1.11,85811576.0,0.77
603030.SH,603030,全筑股份,SH,主板,2015-03-20,4556589979.0,4556589979.0,45.56589979,45.56589979,3.46,1.47,239597658.0,5.21
603031.SH,603031,安孚科技,SH,主板,2016-08-22,9516313110.0,7792439200.0,95.1631311,77.924392,36.91,2.16,155965831.0,1.99
603032.SH,603032,德新科技,SH,主板,2017-01-05,5127982373.0,5087320358.0,51.27982373,50.87320358,21.96,1.9,225401504.0,4.45
603033.SH,603033,三维股份,SH,主板,2016-12-07,11487161992.0,11279595541.0,114.87161992,112.79595541,11.14,0.54,36686208.0,0.32
603035.SH,603035,常熟汽饰,SH,主板,2017-01-05,6194929123.0,6194929123.0,61.94929123,61.94929123,16.91,-0.18,121190438.0,1.95
603036.SH,603036,如通股份,SH,主板,2016-12-09,4686637069.0,4686637069.0,46.86637069,46.86637069,22.75,3.36,198652828.0,4.3
603037.SH,603037,凯众股份,SH,主板,2017-01-20,3814701103.0,3793922457.0,38.14701103,37.93922457,14.23,0.99,142359446.0,3.77
603038.SH,603038,华立股份,SH,主板,2017-01-16,5819546116.0,5819546116.0,58.19546116,58.19546116,21.66,4.49,651127565.0,11.35
603039.SH,603039,泛微网络,SH,主板,2017-01-13,14434804213.0,14434804213.0,144.34804213,144.34804213,55.39,-1.12,149131451.0,1.03
603040.SH,603040,新坐标,SH,主板,2017-02-09,9777921229.0,9726931459.0,97.77921229,97.26931459,71.64,2.2,140239458.0,1.45
603043.SH,603043,广州酒家,SH,主板,2017-06-27,9128771420.0,9128771420.0,91.2877142,91.2877142,16.05,-0.06,43993690.0,0.48
603050.SH,603050,科林电气,SH,主板,2017-04-14,7312176969.0,7312176969.0,73.12176969,73.12176969,18.13,2.03,93458499.0,1.27
603051.SH,603051,鹿山新材,SH,主板,2022-03-25,3463792961.0,3463792961.0,34.63792961,34.63792961,21.43,2.05,88853296.0,2.57
603052.SH,603052,可川科技,SH,主板,2022-10-11,5300582325.0,5300582325.0,53.00582325,53.00582325,28.21,1.44,51959651.0,0.98
603053.SH,603053,成都燃气,SH,主板,2019-12-17,10337790700.0,10337790700.0,103.377907,103.377907,11.63,2.02,260679827.0,2.55
603055.SH,603055,台华新材,SH,主板,2017-09-21,7701031803.0,7671525788.0,77.01031803,76.71525788,8.65,-0.46,29558868.0,0.38
603056.SH,603056,德邦股份,SH,主板,2018-01-16,15490995744.0,15490995744.0,154.90995744,154.90995744,15.19,1.2,69239200.0,0.45
603057.SH,603057,紫燕食品,SH,主板,2022-09-26,7753382813.0,7725000000.0,77.53382813,77.25,18.75,0.16,28959484.0,0.37
603058.SH,603058,永吉股份,SH,主板,2016-12-23,3686677231.0,3677452612.0,36.86677231,36.77452612,8.78,0.34,54496301.0,1.48
603059.SH,603059,倍加洁,SH,主板,2018-03-02,3434341053.0,3434341053.0,34.34341053,34.34341053,34.19,0.26,99108315.0,2.88
603060.SH,603060,国检集团,SH,主板,2016-11-09,5185543445.0,5185543445.0,51.85543445,51.85543445,6.45,0.62,22874085.0,0.44
603061.SH,603061,金海通,SH,主板,2023-03-03,8116200000.0,5657848200.0,81.162,56.578482,135.27,-2.23,322740462.0,5.63
603063.SH,603063,禾望电气,SH,主板,2017-07-28,14606235140.0,14606235140.0,146.0623514,146.0623514,31.91,-0.37,474097687.0,3.23
603066.SH,603066,音飞储存,SH,主板,2015-06-11,3188912002.0,3188912002.0,31.88912002,31.88912002,10.84,1.4,20288079.0,0.64
603067.SH,603067,振华股份,SH,主板,2016-09-13,11940772654.0,11940772654.0,119.40772654,119.40772654,16.8,2.25,159527051.0,1.35
603068.SH,603068,博通集成,SH,主板,2019-04-15,5874094922.0,5874094922.0,58.74094922,58.74094922,39.05,2.17,133784048.0,2.27
603069.SH,603069,海汽集团,SH,主板,2016-07-12,8446680000.0,8446680000.0,84.4668,84.4668,26.73,10.0,267055758.0,3.25
603070.SH,603070,万控智造,SH,主板,2022-03-10,5333300000.0,5259044876.0,53.333,52.59044876,13.3,1.84,35432781.0,0.68
603071.SH,603071,物产环能,SH,主板,2021-12-16,8140555309.0,8140555309.0,81.40555309,81.40555309,14.59,1.11,54666547.0,0.68
603076.SH,603076,乐惠国际,SH,主板,2017-11-13,3053744003.0,3053744003.0,30.53744003,30.53744003,25.3,3.86,55032991.0,1.83
603077.SH,603077,和邦生物,SH,主板,2012-07-31,18722549403.0,18722549403.0,187.22549403,187.22549403,2.12,-1.85,423221099.0,2.25
603078.SH,603078,江化微,SH,主板,2017-04-10,7265405752.0,7265405752.0,72.65405752,72.65405752,18.84,0.86,175910168.0,2.42
603080.SH,603080,新疆火炬,SH,主板,2018-01-03,3490805000.0,3490805000.0,34.90805,34.90805,24.67,1.56,221090213.0,6.38
603081.SH,603081,大丰实业,SH,主板,2017-04-20,5437564048.0,5437564048.0,54.37564048,54.37564048,12.87,0.47,79325833.0,1.45
603083.SH,603083,剑桥科技,SH,主板,2017-11-10,29013147788.0,29013147788.0,290.13147788,290.13147788,108.25,10.0,2229752644.0,7.79
603085.SH,603085,天成自控,SH,主板,2015-06-30,3978942000.0,3978942000.0,39.78942,39.78942,10.02,1.42,30813091.0,0.78
603086.SH,603086,先达股份,SH,主板,2017-05-11,4343783299.0,4343783299.0,43.43783299,43.43783299,9.99,-1.48,439684425.0,10.21
603087.SH,603087,甘李药业,SH,主板,2020-06-29,41554506693.0,38810221411.0,415.54506693,388.10221411,69.57,0.27,444541964.0,1.14
603088.SH,603088,宁波精达,SH,主板,2014-11-11,5486076589.0,4781560493.0,54.86076589,47.81560493,10.92,3.02,139139473.0,2.92
603089.SH,603089,正裕工业,SH,主板,2017-01-26,3715714989.0,3715714989.0,37.15714989,37.15714989,15.48,0.19,71951008.0,1.93
603090.SH,603090,宏盛股份,SH,主板,2016-08-31,4752000000.0,4752000000.0,47.52,47.52,47.52,7.49,290232067.0,6.26
603093.SH,603093,南华期货,SH,主板,2019-08-30,12323331039.0,12323331039.0,123.23331039,123.23331039,20.2,0.0,66750957.0,0.54
603095.SH,603095,越剑智能,SH,主板,2020-04-15,4163299504.0,4163299504.0,41.63299504,41.63299504,16.12,-0.43,91626711.0,2.2
603097.SH,603097,江苏华辰,SH,主板,2022-05-12,3936573900.0,3830400000.0,39.365739,38.304,23.94,2.44,115051165.0,3.01
603098.SH,603098,森特股份,SH,主板,2016-12-16,7528814693.0,7516259693.0,75.28814693,75.16259693,13.95,-0.78,86385468.0,1.15
603099.SH,603099,长白山,SH,主板,2014-08-22,13834839600.0,13834839600.0,138.348396,138.348396,51.88,8.81,1282505753.0,9.44
603100.SH,603100,川仪股份,SH,主板,2014-08-05,11649031095.0,11577012689.0,116.49031095,115.77012689,22.7,0.98,108444936.0,0.94
603101.SH,603101,汇嘉时代,SH,主板,2016-05-06,5776512000.0,5776512000.0,57.76512,57.76512,12.28,3.54,689539893.0,12.17
603103.SH,603103,横店影视,SH,主板,2017-10-12,9570078000.0,9570078000.0,95.70078,95.70078,15.09,2.17,68437339.0,0.72
603105.SH,603105,芯能科技,SH,主板,2018-07-09,4585066217.0,4585066217.0,45.85066217,45.85066217,9.17,1.55,82023271.0,1.79
603106.SH,603106,恒银科技,SH,主板,2017-09-20,5205200000.0,5205200000.0,52.052,52.052,10.0,1.11,55487256.0,1.07
603107.SH,603107,上海汽配,SH,主板,2023-11-01,5191585650.0,3357697829.0,51.9158565,33.57697829,15.39,0.65,25025718.0,0.75
603108.SH,603108,润达医疗,SH,主板,2015-05-27,8952512470.0,8952512470.0,89.5251247,89.5251247,14.83,-0.2,91432886.0,1.02
603109.SH,603109,神驰机电,SH,主板,2019-12-31,6223681128.0,6223681128.0,62.23681128,62.23681128,29.8,0.2,157185216.0,2.53
603110.SH,603110,东方材料,SH,主板,2017-10-13,3432928048.0,3432928048.0,34.32928048,34.32928048,17.06,-0.99,180219012.0,5.2
603111.SH,603111,康尼机电,SH,主板,2014-08-01,6697978321.0,6571125651.0,66.97978321,65.71125651,7.77,-0.26,93940855.0,1.42
603112.SH,603112,华翔股份,SH,主板,2020-09-17,8972233051.0,8391350689.0,89.72233051,83.91350689,16.61,3.62,151687891.0,1.84
603113.SH,603113,金能科技,SH,主板,2017-05-11,5532158816.0,5532158816.0,55.32158816,55.32158816,6.52,0.93,50970946.0,0.92
603115.SH,603115,海星股份,SH,主板,2019-08-09,4709606088.0,4709606088.0,47.09606088,47.09606088,19.47,10.0,129446997.0,2.82
603116.SH,603116,红蜻蜓,SH,主板,2015-06-29,3353488656.0,3353488656.0,33.53488656,33.53488656,5.82,1.75,23162401.0,0.7
603117.SH,603117,万林物流,SH,主板,2015-06-29,3163764078.0,3163764078.0,31.63764078,31.63764078,5.28,2.92,39126904.0,1.25
603118.SH,603118,共进股份,SH,主板,2015-02-25,9045805905.0,9045805905.0,90.45805905,90.45805905,11.49,3.42,287576084.0,3.2
603119.SH,603119,浙江荣泰,SH,主板,2023-08-01,33416991321.0,18730408103.0,334.16991321,187.30408103,91.87,1.4,962749975.0,5.08
603121.SH,603121,华培动力,SH,主板,2019-01-11,5501172869.0,5501172869.0,55.01172869,55.01172869,16.25,2.46,78282041.0,1.43
603123.SH,603123,翠微股份,SH,主板,2012-05-03,9528928413.0,7781652072.0,95.28928413,77.81652072,11.93,1.27,111889077.0,1.44
603126.SH,603126,中材节能,SH,主板,2014-07-31,4157505000.0,4157505000.0,41.57505,41.57505,6.81,0.74,36905005.0,0.89
603127.SH,603127,昭衍新药,SH,主板,2017-08-25,24882647489.0,20932006650.0,248.82647489,209.3200665,33.2,2.15,541560807.0,2.61
603128.SH,603128,华贸物流,SH,主板,2012-05-29,8011364543.0,8011364543.0,80.11364543,80.11364543,6.12,0.82,107404639.0,1.34
603129.SH,603129,春风动力,SH,主板,2017-08-18,36595752471.0,36595752471.0,365.95752471,365.95752471,239.85,2.9,613509881.0,1.69
603131.SH,603131,上海沪工,SH,主板,2016-06-07,7024450658.0,7024450658.0,70.24450658,70.24450658,22.09,3.71,434665359.0,6.22
603132.SH,603132,金徽股份,SH,主板,2022-02-22,13476840000.0,13476840000.0,134.7684,134.7684,13.78,-1.43,67634176.0,0.5
603136.SH,603136,天目湖,SH,主板,2017-09-27,3074041960.0,3074041960.0,30.7404196,30.7404196,11.38,2.15,46642752.0,1.53
603138.SH,603138,海量数据,SH,主板,2017-03-06,4649066272.0,4478910782.0,46.49066272,44.78910782,15.82,2.26,105931469.0,2.35
603150.SH,603150,万朗磁塑,SH,主板,2022-01-24,3312466250.0,3312466250.0,33.1246625,33.1246625,38.75,-0.13,68673698.0,2.05
603151.SH,603151,邦基科技,SH,主板,2022-10-19,4321275850.0,4321275850.0,43.2127585,43.2127585,25.3,-0.28,45784211.0,1.05
603155.SH,603155,新亚强,SH,主板,2020-09-01,4954694892.0,4954694892.0,49.54694892,49.54694892,15.69,2.08,30539433.0,0.62
603156.SH,603156,养元饮品,SH,主板,2018-02-12,37417640935.0,37417640935.0,374.17640935,374.17640935,29.69,3.38,523729124.0,1.41
603158.SH,603158,腾龙股份,SH,主板,2015-03-20,4961980984.0,4961980984.0,49.61980984,49.61980984,10.11,1.1,110314843.0,2.22
603159.SH,603159,上海亚虹,SH,主板,2016-08-12,3421600000.0,3421600000.0,34.216,34.216,24.44,9.99,59439699.0,1.78
603160.SH,603160,汇顶科技,SH,主板,2016-10-17,35326753612.0,35326753612.0,353.26753612,353.26753612,76.04,0.07,515690713.0,1.44
603162.SH,603162,海通发展,SH,主板,2023-03-29,11390299724.0,3415616963.0,113.90299724,34.15616963,12.3,9.63,940410448.0,30.47
603163.SH,603163,圣晖集成,SH,主板,2022-10-13,4331000000.0,4331000000.0,43.31,43.31,43.31,0.14,105990532.0,2.43
603165.SH,603165,荣晟环保,SH,主板,2017-01-17,3568657559.0,3568657559.0,35.68657559,35.68657559,13.09,2.59,53302958.0,1.51
603166.SH,603166,福达股份,SH,主板,2014-11-27,10578435617.0,10488515207.0,105.78435617,104.88515207,16.37,2.44,253204335.0,2.41
603167.SH,603167,渤海轮渡,SH,主板,2012-09-06,4517861564.0,4517861564.0,45.17861564,45.17861564,9.63,0.63,39226341.0,0.87
603169.SH,603169,兰石重装,SH,主板,2014-10-09,10398082712.0,10398082712.0,103.98082712,103.98082712,7.96,-0.13,305133781.0,2.94
603170.SH,603170,宝立食品,SH,主板,2022-07-15,5640141000.0,5640141000.0,56.40141,56.40141,14.1,-2.49,40899593.0,0.72
603171.SH,603171,税友股份,SH,主板,2021-06-30,18793456250.0,18772412500.0,187.9345625,187.724125,46.25,0.3,115533781.0,0.61
603178.SH,603178,圣龙股份,SH,主板,2017-03-28,4997747164.0,4997747164.0,49.97747164,49.97747164,21.14,1.68,293504683.0,5.9
603179.SH,603179,新泉股份,SH,主板,2017-03-17,33871874054.0,33871874054.0,338.71874054,338.71874054,68.89,4.08,1121051255.0,3.3
603180.SH,603180,金牌家居,SH,主板,2017-05-12,3069716051.0,3069716051.0,30.69716051,30.69716051,19.9,0.51,17463501.0,0.57
603181.SH,603181,皇马科技,SH,主板,2017-08-24,10037335000.0,10037335000.0,100.37335,100.37335,17.05,-2.18,357802267.0,3.5
603185.SH,603185,弘元绿能,SH,主板,2018-12-28,14748362227.0,14748362227.0,147.48362227,147.48362227,21.72,-0.87,178963875.0,1.21
603186.SH,603186,华正新材,SH,主板,2017-01-03,5695130681.0,5695130681.0,56.95130681,56.95130681,40.1,-2.08,350306746.0,6.09
603187.SH,603187,海容冷链,SH,主板,2018-11-29,5688045095.0,5688045095.0,56.88045095,56.88045095,14.72,0.55,80029657.0,1.4
603189.SH,603189,网达软件,SH,主板,2016-09-14,5881544975.0,5881544975.0,58.81544975,58.81544975,21.82,-1.84,267722357.0,4.53
603191.SH,603191,望变电气,SH,主板,2022-04-28,5234566160.0,5198089160.0,52.3456616,51.9808916,15.75,1.81,227871865.0,4.35
603192.SH,603192,汇得科技,SH,主板,2018-08-28,3813193817.0,3730133342.0,38.13193817,37.30133342,26.9,5.53,256056220.0,7.12
603195.SH,603195,公牛集团,SH,主板,2020-02-06,79415085380.0,79069975877.0,794.1508538,790.69975877,43.91,-0.68,116297132.0,0.15
603196.SH,603196,日播时尚,SH,主板,2017-05-31,5495758260.0,5495758260.0,54.9575826,54.9575826,23.19,0.65,75635077.0,1.38
603197.SH,603197,XD保隆科,SH,主板,2017-05-19,8104113142.0,8104113142.0,81.04113142,81.04113142,37.93,-0.73,269258560.0,3.31
603198.SH,603198,迎驾贡酒,SH,主板,2015-05-28,32304000000.0,32304000000.0,323.04,323.04,40.38,-0.02,114390384.0,0.35
603199.SH,603199,九华旅游,SH,主板,2015-03-26,3923606000.0,3923606000.0,39.23606,39.23606,35.45,1.34,61902740.0,1.58
603200.SH,603200,上海洗霸,SH,主板,2017-06-01,14391123247.0,14391123247.0,143.91123247,143.91123247,82.01,-0.15,527559192.0,3.62
603201.SH,603201,常润股份,SH,主板,2022-07-29,3487206879.0,3441966789.0,34.87206879,34.41966789,18.35,0.82,26810574.0,0.78
603203.SH,603203,快克智能,SH,主板,2016-11-08,7465246703.0,7332582149.0,74.65246703,73.32582149,29.43,1.62,67601470.0,0.92
603206.SH,603206,嘉环科技,SH,主板,2022-05-06,5096839800.0,5096839800.0,50.968398,50.968398,16.7,2.58,50633853.0,1.0
603209.SH,603209,兴通股份,SH,主板,2022-03-24,4790500000.0,4127200000.0,47.905,41.272,14.74,0.07,34857062.0,0.85
603211.SH,603211,晋拓股份,SH,主板,2022-07-25,4748485760.0,4748485760.0,47.4848576,47.4848576,17.47,1.22,25753752.0,0.54
603212.SH,603212,赛伍技术,SH,主板,2020-04-30,4891145310.0,4891145310.0,48.9114531,48.9114531,11.18,1.73,68587359.0,1.41
603213.SH,603213,镇洋发展,SH,主板,2021-11-11,6280408152.0,6280408152.0,62.80408152,62.80408152,14.21,0.0,75237904.0,1.21
603215.SH,603215,比依股份,SH,主板,2022-02-18,3674382442.0,3660314829.0,36.74382442,36.60314829,19.55,0.72,88959785.0,2.43
603216.SH,603216,梦天家居,SH,主板,2021-12-15,3585309000.0,3585309000.0,35.85309,35.85309,16.1,-0.31,48970728.0,1.36
603217.SH,603217,元利科技,SH,主板,2019-06-20,5066933060.0,5066933060.0,50.6693306,50.6693306,24.35,-3.33,189056625.0,3.71
603218.SH,603218,日月股份,SH,主板,2016-12-28,13931227700.0,13899050100.0,139.312277,138.990501,13.52,-0.22,248464305.0,1.77
603219.SH,603219,富佳股份,SH,主板,2021-11-22,9397836000.0,9397836000.0,93.97836,93.97836,16.74,1.95,58954419.0,0.63
603220.SH,603220,中贝通信,SH,主板,2018-11-15,10009528377.0,10009528377.0,100.09528377,100.09528377,23.05,1.23,169291085.0,1.69
603222.SH,603222,济民健康,SH,主板,2015-02-17,5476695114.0,5476695114.0,54.76695114,54.76695114,10.43,-0.38,412633026.0,7.41
603223.SH,603223,恒通股份,SH,主板,2015-06-30,6849053771.0,6849053771.0,68.49053771,68.49053771,9.59,-0.62,45416677.0,0.66
603225.SH,603225,新凤鸣,SH,主板,2017-04-18,22929302598.0,22794723174.0,229.29302598,227.94723174,15.04,0.47,174932959.0,0.77
603226.SH,603226,菲林格尔,SH,主板,2017-06-15,15179498579.0,15179498579.0,151.79498579,151.79498579,42.7,5.93,443797168.0,2.94
603227.SH,603227,雪峰科技,SH,主板,2015-05-15,9913157373.0,9010197987.0,99.13157373,90.10197987,9.25,-0.11,144203714.0,1.61
603228.SH,603228,景旺电子,SH,主板,2017-01-06,58210590338.0,57674956798.0,582.10590338,576.74956798,59.11,8.8,2060841289.0,3.6
603229.SH,603229,奥翔药业,SH,主板,2017-05-09,8410910079.0,8410910079.0,84.10910079,84.10910079,10.13,-0.78,68211771.0,0.81
603230.SH,603230,内蒙新华,SH,主板,2021-12-24,4323586290.0,4323586290.0,43.2358629,43.2358629,12.23,1.07,28052435.0,0.65
603232.SH,603232,格尔软件,SH,主板,2017-04-21,3865816417.0,3818762917.0,38.65816417,38.18762917,16.51,-0.3,584608139.0,15.06
603233.SH,603233,大参林,SH,主板,2017-07-31,20943412789.0,20943412789.0,209.43412789,209.43412789,18.39,5.09,250720009.0,1.21
603235.SH,603235,天新药业,SH,主板,2022-07-12,11968905200.0,4020762568.0,119.689052,40.20762568,27.34,-0.07,20484310.0,0.51
603236.SH,603236,移远通信,SH,主板,2019-07-16,25119134784.0,25119134784.0,251.19134784,251.19134784,96.0,2.38,943545646.0,3.72
603237.SH,603237,五芳斋,SH,主板,2022-08-31,3404363740.0,3385122508.0,34.0436374,33.85122508,17.27,0.41,16396607.0,0.49
603238.SH,603238,诺邦股份,SH,主板,2017-02-22,3289241770.0,3289241770.0,32.8924177,32.8924177,18.53,-0.11,46094757.0,1.4
603239.SH,603239,浙江仙通,SH,主板,2016-12-30,5038099200.0,5038099200.0,50.380992,50.380992,18.61,1.69,81105929.0,1.61
603256.SH,603256,宏和科技,SH,主板,2019-07-19,27984131775.0,27984131775.0,279.84131775,279.84131775,31.81,0.38,276757330.0,0.98
603258.SH,603258,电魂网络,SH,主板,2016-10-26,4711943167.0,4658517225.0,47.11943167,46.58517225,19.31,0.0,49120785.0,1.05
603259.SH,603259,药明康德,SH,主板,2018-05-08,295063745058.0,244582683527.0,2950.63745058,2445.82683527,98.89,2.37,2957685477.0,1.21
603260.SH,603260,合盛硅业,SH,主板,2017-10-30,57325214569.0,57325214569.0,573.25214569,573.25214569,48.49,-0.12,140333464.0,0.24
603266.SH,603266,天龙股份,SH,主板,2017-01-10,4383463970.0,4383463970.0,43.8346397,43.8346397,22.04,1.1,119755043.0,2.71
603267.SH,603267,鸿远电子,SH,主板,2019-05-15,12226489996.0,12226489996.0,122.26489996,122.26489996,52.91,1.26,258505566.0,2.1
603268.SH,603268,*ST松发,SH,主板,2015-03-19,49402907840.0,6318950232.0,494.0290784,63.18950232,50.89,2.7,100646479.0,1.61
603269.SH,603269,海鸥股份,SH,主板,2017-05-17,4047735678.0,4047735678.0,40.47735678,40.47735678,13.11,-2.89,213948009.0,5.21
603277.SH,603277,XD银都股,SH,主板,2017-09-11,10942258608.0,10871771626.0,109.42258608,108.71771626,17.83,0.85,22408342.0,0.21
603278.SH,603278,大业股份,SH,主板,2017-11-13,3492780986.0,3492780986.0,34.92780986,34.92780986,10.22,2.0,65085176.0,1.87
603279.SH,603279,景津装备,SH,主板,2019-07-29,8963906350.0,8962600150.0,89.6390635,89.6260015,15.55,-0.64,66064094.0,0.74
603281.SH,603281,江瀚新材,SH,主板,2023-01-31,9404266683.0,6340169744.0,94.04266683,63.40169744,25.19,2.23,46347190.0,0.73
603283.SH,603283,赛腾股份,SH,主板,2017-12-25,12349931184.0,12346672929.0,123.49931184,123.46672929,44.33,1.49,551684175.0,4.44
603286.SH,603286,日盈电子,SH,主板,2017-06-27,5036312401.0,4950142102.0,50.36312401,49.50142102,42.89,-0.72,369608240.0,7.41
603288.SH,603288,海天味业,SH,主板,2014-02-11,227870063319.0,216529785183.0,2278.70063319,2165.29785183,38.94,-0.36,403483269.0,0.19
603289.SH,603289,泰瑞机器,SH,主板,2017-10-31,3074670933.0,3074670933.0,30.74670933,30.74670933,10.48,3.76,57701832.0,1.89
603290.SH,603290,斯达半导,SH,主板,2020-02-04,27599316957.0,27599316957.0,275.99316957,275.99316957,115.25,2.8,1248248828.0,4.5
603296.SH,603296,华勤技术,SH,主板,2023-08-08,94901950409.0,53365203518.0,949.01950409,533.65203518,93.43,2.32,870150958.0,1.64
603297.SH,603297,永新光学,SH,主板,2018-09-10,11171325690.0,11150420370.0,111.7132569,111.5042037,100.7,0.08,132084485.0,1.18
603298.SH,603298,杭叉集团,SH,主板,2016-12-27,34854098624.0,34854098624.0,348.54098624,348.54098624,26.61,2.78,218416888.0,0.63
603299.SH,603299,苏盐井神,SH,主板,2015-12-31,8754571862.0,8705171944.0,87.54571862,87.05171944,11.2,5.07,126907434.0,1.5
603300.SH,603300,海南华铁,SH,主板,2015-05-29,14197133927.0,14197133927.0,141.97133927,141.97133927,7.11,0.28,1601237169.0,11.39
603301.SH,603301,振德医疗,SH,主板,2018-04-12,19173828496.0,19173828496.0,191.73828496,191.73828496,71.96,5.93,1987442937.0,10.3
