symbol,code,name,exchange,board,list_date,total_mv,float_mv,total_mv_bil,float_mv_bil,f2,f3,f6,f8
000513.SZ,000513,丽珠集团,SZ,主板,1993-10-28,33659659009.0,21747767047.0,336.59659009,217.47767047,37.23,-0.37,187136017.88,0.86
000514.SZ,000514,渝 开 发,SZ,主板,1993-07-12,4514174663.0,4514174663.0,45.14174663,45.14174663,5.35,1.13,59879055.34,1.33
000516.SZ,000516,国际医学,SZ,主板,1993-08-09,10813871317.0,10649455779.0,108.13871317,106.49455779,4.83,0.0,60368092.5,0.57
000517.SZ,000517,荣安地产,SZ,主板,1993-08-06,6590719544.0,5158411881.0,65.90719544,51.58411881,2.07,1.47,84134249.0,1.62
000519.SZ,000519,中兵红箭,SZ,主板,1993-10-08,26973867481.0,26973867481.0,269.73867481,269.73867481,19.37,6.02,1435440321.44,5.42
000520.SZ,000520,凤凰航运,SZ,主板,1993-10-25,4696067231.0,4696067231.0,46.96067231,46.96067231,4.64,4.04,212276493.69,4.54
000521.SZ,000521,长虹美菱,SZ,主板,1993-10-18,7250662954.0,6164081004.0,72.50662954,61.64081004,7.04,0.0,79804379.28,1.29
000523.SZ,000523,红棉股份,SZ,主板,1993-11-08,5836789706.0,4214009290.0,58.36789706,42.1400929,3.18,0.95,38681477.22,0.92
000524.SZ,000524,岭南控股,SZ,主板,1993-11-18,9208666123.0,9205098339.0,92.08666123,92.05098339,13.74,-0.65,293161714.36,3.16
000525.SZ,000525,红太阳,SZ,主板,1993-10-28,8398236896.0,6405818687.0,83.98236896,64.05818687,6.47,2.37,120660843.33,1.89
000526.SZ,000526,学大教育,SZ,主板,1993-11-01,5271711575.0,5170870352.0,52.71711575,51.70870352,43.26,-0.25,59598313.4,1.15
000528.SZ,000528,柳    工,SZ,主板,1993-11-18,23878353772.0,23860478391.0,238.78353772,238.60478391,11.75,1.12,703551674.89,2.95
000529.SZ,000529,广弘控股,SZ,主板,1993-11-18,3531931497.0,3447800481.0,35.31931497,34.47800481,6.05,1.0,35656705.05,1.04
000530.SZ,000530,冰山冷热,SZ,主板,1993-12-08,5565202546.0,3960273656.0,55.65202546,39.60273656,6.6,7.67,483700184.02,12.34
000531.SZ,000531,穗恒运Ａ,SZ,主板,1994-01-06,7196083204.0,6286341322.0,71.96083204,62.86341322,6.91,0.0,291447095.06,4.65
000532.SZ,000532,华金资本,SZ,主板,1994-01-03,4781104676.0,4765034977.0,47.81104676,47.65034977,13.87,2.21,64764838.0,1.37
000533.SZ,000533,顺钠股份,SZ,主板,1994-01-03,4759722240.0,4718977536.0,47.5972224,47.18977536,6.89,-0.72,205212087.37,4.32
000534.SZ,000534,万泽股份,SZ,主板,1994-01-10,7984028879.0,7832872295.0,79.84028879,78.32872295,15.66,-0.82,113510186.9,1.44
000536.SZ,000536,华映科技,SZ,主板,1993-11-26,12862052534.0,12848333699.0,128.62052534,128.48333699,4.65,1.31,162702613.36,1.27
000537.SZ,000537,中绿电,SZ,主板,1993-12-10,18103436604.0,18103436604.0,181.03436604,181.03436604,8.76,-1.02,191019717.71,1.06
000538.SZ,000538,云南白药,SZ,主板,1993-12-15,101042791208.0,100393330676.0,1010.42791208,1003.93330676,56.63,-0.75,555564978.29,0.55
000539.SZ,000539,粤电力Ａ,SZ,主板,1993-11-26,24886346094.0,12105546193.0,248.86346094,121.05546193,4.74,1.28,111093788.85,0.92
000541.SZ,000541,佛山照明,SZ,主板,1993-11-23,9613971720.0,7703137870.0,96.1397172,77.0313787,6.26,1.46,51447738.05,0.67
000543.SZ,000543,皖能电力,SZ,主板,1993-12-20,17454847649.0,17454847649.0,174.54847649,174.54847649,7.7,-0.13,350980485.41,2.03
000544.SZ,000544,中原环保,SZ,主板,1993-12-08,8499248735.0,8499248735.0,84.99248735,84.99248735,8.72,0.93,36530414.01,0.43
000546.SZ,000546,金圆股份,SZ,主板,1993-12-15,3896017793.0,3490493082.0,38.96017793,34.90493082,5.01,1.21,46513739.0,1.34
000547.SZ,000547,航天发展,SZ,主板,1993-11-30,12116389479.0,12039698276.0,121.16389479,120.39698276,7.58,1.34,92409367.39,0.77
000550.SZ,000550,江铃汽车,SZ,主板,1993-12-01,18550468860.0,11141773308.0,185.5046886,111.41773308,21.49,3.17,203379151.68,1.84
000551.SZ,000551,创元科技,SZ,主板,1994-01-06,5365994819.0,5346614670.0,53.65994819,53.4661467,11.07,1.93,67276430.76,1.26
000552.SZ,000552,甘肃能化,SZ,主板,1994-01-06,14396367033.0,10022341870.0,143.96367033,100.2234187,2.69,2.28,399086990.45,4.02
000553.SZ,000553,安道麦A,SZ,主板,1993-12-03,15073882126.0,14085655588.0,150.73882126,140.85655588,6.47,1.09,27112137.0,0.19
000555.SZ,000555,神州信息,SZ,主板,1994-04-08,12607005726.0,12556994021.0,126.07005726,125.56994021,12.92,1.57,187923253.53,1.49
000557.SZ,000557,西部创业,SZ,主板,1994-06-17,7452294896.0,7449951772.0,74.52294896,74.49951772,5.11,0.79,62270934.39,0.84
000558.SZ,000558,天府文旅,SZ,主板,1994-05-09,6948917085.0,6946010037.0,69.48917085,69.46010037,5.39,4.46,412038849.13,5.99
000559.SZ,000559,万向钱潮,SZ,主板,1994-01-10,36701017975.0,36692004449.0,367.01017975,366.92004449,11.07,1.56,1121525268.84,3.04
000560.SZ,000560,我爱我家,SZ,主板,1994-02-02,6830952468.0,6542221560.0,68.30952468,65.4222156,2.9,0.35,192809071.4,2.95
000561.SZ,000561,烽火电子,SZ,主板,1994-05-09,9314116606.0,6486699182.0,93.14116606,64.86699182,10.78,1.22,125056743.0,1.94
000563.SZ,000563,陕国投Ａ,SZ,主板,1994-01-10,18154594771.0,18154594771.0,181.54594771,181.54594771,3.55,-0.28,206966020.0,1.14
000564.SZ,000564,供销大集,SZ,主板,1994-01-10,48576190422.0,39583395956.0,485.76190422,395.83395956,2.69,-0.37,1166320456.39,2.93
000565.SZ,000565,渝三峡Ａ,SZ,主板,1994-04-08,3546784360.0,3546784360.0,35.4678436,35.4678436,8.18,2.12,63811535.0,1.81
000566.SZ,000566,海南海药,SZ,主板,1994-05-25,7563638685.0,6797166293.0,75.63638685,67.97166293,5.83,-1.02,241411032.43,3.53
000567.SZ,000567,海德股份,SZ,主板,1994-05-25,13897150222.0,13863804443.0,138.97150222,138.63804443,7.11,-0.28,442947597.88,3.14
000568.SZ,000568,泸州老窖,SZ,主板,1994-05-09,195990342624.0,195656769918.0,1959.90342624,1956.56769918,133.15,-1.37,1089540915.04,0.55
000570.SZ,000570,苏常柴Ａ,SZ,主板,1994-07-01,4050674990.0,3189674990.0,40.5067499,31.8967499,5.74,2.32,45024431.5,1.42
000571.SZ,000571,新大洲A,SZ,主板,1994-05-25,4942469810.0,4794414647.0,49.4246981,47.94414647,5.89,2.79,173582005.55,3.66
000572.SZ,000572,海马汽车,SZ,主板,1994-08-08,10986171326.0,10970250488.0,109.86171326,109.70250488,6.68,-2.2,1986134447.19,17.51
000576.SZ,000576,甘化科工,SZ,主板,1994-09-07,4499471786.0,4472635341.0,44.99471786,44.72635341,10.31,1.28,56336242.0,1.26
000581.SZ,000581,威孚高科,SZ,主板,1998-09-24,20070470987.0,16480679937.0,200.70470987,164.80679937,20.76,0.19,149730791.83,0.91
000582.SZ,000582,北部湾港,SZ,主板,1995-11-02,21018846875.0,16439374417.0,210.18846875,164.39374417,8.87,1.49,263735968.16,1.61
000589.SZ,000589,贵州轮胎,SZ,主板,1996-03-08,7244847963.0,7163193579.0,72.44847963,71.63193579,4.66,1.08,99566571.66,1.4
000591.SZ,000591,太阳能,SZ,主板,1996-02-08,17947042416.0,17944514599.0,179.47042416,179.44514599,4.58,0.22,197066215.36,1.1
000592.SZ,000592,平潭发展,SZ,主板,1996-03-27,7881666039.0,7813577192.0,78.81666039,78.13577192,4.08,9.97,1300027258.56,16.94
000595.SZ,000595,*ST宝实,SZ,主板,1996-04-19,5704668394.0,5704668394.0,57.04668394,57.04668394,5.01,0.4,26673748.96,0.47
000596.SZ,000596,古井贡酒,SZ,主板,1996-09-27,83465940000.0,64517940000.0,834.6594,645.1794,157.9,1.35,318599408.66,0.5
000597.SZ,000597,东北制药,SZ,主板,1996-05-23,8048777815.0,7948542167.0,80.48777815,79.48542167,5.64,0.71,75470349.82,0.96
000598.SZ,000598,兴蓉环境,SZ,主板,1996-05-29,20503066533.0,20468087928.0,205.03066533,204.68087928,6.87,-0.43,128851288.72,0.63
000599.SZ,000599,青岛双星,SZ,主板,1996-04-30,4451336479.0,4451260860.0,44.51336479,44.5126086,5.45,0.37,67013126.36,1.5
000600.SZ,000600,建投能源,SZ,主板,1996-06-06,16808391203.0,10126572638.0,168.08391203,101.26572638,9.29,-1.48,1102142930.52,10.88
000601.SZ,000601,韶能股份,SZ,主板,1996-08-30,5510813512.0,5435249785.0,55.10813512,54.35249785,5.1,0.99,61459031.57,1.14
000603.SZ,000603,盛达资源,SZ,主板,1996-08-23,16904248977.0,16334550796.0,169.04248977,163.34550796,24.5,-7.09,966045143.86,5.85
000607.SZ,000607,华媒控股,SZ,主板,1996-08-30,4355749195.0,3787943140.0,43.55749195,37.8794314,4.28,1.9,43570895.78,1.16
000612.SZ,000612,焦作万方,SZ,主板,1996-09-26,10753638534.0,10746609699.0,107.53638534,107.46609699,9.02,0.33,378937437.38,3.52
000617.SZ,000617,中油资本,SZ,主板,1996-10-22,132109726376.0,132109726376.0,1321.09726376,1321.09726376,10.45,-0.48,1373316057.99,1.03
000620.SZ,000620,盈新发展,SZ,主板,1996-10-29,10569267072.0,8409147867.0,105.69267072,84.09147867,1.8,9.76,505962906.6,6.13
000623.SZ,000623,吉林敖东,SZ,主板,1996-10-28,24479978572.0,24380248855.0,244.79978572,243.80248855,20.47,1.19,308534233.81,1.26
000625.SZ,000625,长安汽车,SZ,主板,1997-06-10,122736385423.0,102260258364.0,1227.36385423,1022.60258364,12.38,-0.8,1833064827.01,1.79
000626.SZ,000626,远大控股,SZ,主板,1996-11-28,5441172519.0,5409915436.0,54.41172519,54.09915436,10.74,10.04,956158120.19,18.65
000628.SZ,000628,高新发展,SZ,主板,1996-11-18,17529452800.0,9565791990.0,175.294528,95.6579199,49.76,2.01,309656960.97,3.24
000629.SZ,000629,钒钛股份,SZ,主板,1996-11-15,27222477186.0,27220660891.0,272.22477186,272.20660891,2.93,-1.35,353620166.13,1.29
000630.SZ,000630,铜陵有色,SZ,主板,1996-11-20,70667914858.0,58723670342.0,706.67914858,587.23670342,5.27,0.96,1571862238.46,2.68
000631.SZ,000631,顺发恒能,SZ,主板,1996-11-22,7712798650.0,7712798650.0,77.1279865,77.1279865,3.22,1.26,38521431.5,0.5
000636.SZ,000636,风华高科,SZ,主板,1996-11-29,17748582657.0,17748582657.0,177.48582657,177.48582657,15.34,3.09,401747119.26,2.27
000639.SZ,000639,西王食品,SZ,主板,1996-11-26,3313844252.0,3313840190.0,33.13844252,33.1384019,3.07,0.66,38881347.56,1.18
000650.SZ,000650,仁和药业,SZ,主板,1996-12-10,8637618904.0,8214650596.0,86.37618904,82.14650596,6.17,0.16,86817170.5,1.06
000651.SZ,000651,格力电器,SZ,主板,1996-11-18,228369312061.0,224852892059.0,2283.69312061,2248.52892059,40.77,1.37,1600009493.98,0.72
000652.SZ,000652,泰达股份,SZ,主板,1996-11-28,6138387224.0,6133763413.0,61.38387224,61.33763413,4.16,0.24,51497988.12,0.84
000655.SZ,000655,金岭矿业,SZ,主板,1996-11-28,5876008070.0,5876008070.0,58.7600807,58.7600807,9.87,-0.5,278314870.18,4.78
000656.SZ,000656,*ST金科,SZ,主板,1996-11-28,14675032652.0,10502006663.0,146.75032652,105.02006663,1.38,-0.72,72501087.8,0.69
000657.SZ,000657,中钨高新,SZ,主板,1996-12-05,37921800883.0,24034470204.0,379.21800883,240.34470204,16.64,1.96,577957026.35,2.41
000659.SZ,000659,珠海中富,SZ,主板,1996-12-03,3612824081.0,3612824081.0,36.12824081,36.12824081,2.81,1.44,47872807.0,1.33
000661.SZ,000661,长春高新,SZ,主板,1996-12-18,49409393512.0,48402508055.0,494.09393512,484.02508055,121.12,-0.12,473064655.72,0.97
000665.SZ,000665,湖北广电,SZ,主板,1996-12-10,6561352586.0,6561181131.0,65.61352586,65.61181131,5.77,1.94,97303270.84,1.48
000670.SZ,000670,盈方微,SZ,主板,1996-12-17,6690730199.0,6508516871.0,66.90730199,65.08516871,7.97,2.05,172158435.19,2.65
000672.SZ,000672,上峰水泥,SZ,主板,1996-12-18,10459776906.0,10459776906.0,104.59776906,104.59776906,10.79,0.84,284542920.21,2.72
000676.SZ,000676,智度股份,SZ,主板,1996-12-24,11400255827.0,11393402073.0,114.00255827,113.93402073,9.01,1.12,217099776.36,1.9
000677.SZ,000677,恒天海龙,SZ,主板,1996-12-26,4371728417.0,4371728417.0,43.71728417,43.71728417,5.06,-0.2,73636110.75,1.68
000678.SZ,000678,襄阳轴承,SZ,主板,1997-01-06,6145009726.0,6145009726.0,61.45009726,61.45009726,13.37,2.37,134007707.72,2.18
000680.SZ,000680,山推股份,SZ,主板,1997-01-22,17266641464.0,15132217764.0,172.66641464,151.32217764,11.51,0.17,394714095.92,2.59
000681.SZ,000681,视觉中国,SZ,主板,1997-01-21,15489767110.0,14948627778.0,154.8976711,149.48627778,22.11,-0.81,1415629484.04,9.58
000682.SZ,000682,东方电子,SZ,主板,1997-01-21,15847393223.0,15845383019.0,158.47393223,158.45383019,11.82,1.55,233520742.24,1.47
000683.SZ,000683,博源化工,SZ,主板,1997-01-31,22721495657.0,20306279641.0,227.21495657,203.06279641,6.11,0.33,276523834.18,1.36
000685.SZ,000685,中山公用,SZ,主板,1997-01-23,19545225401.0,16614998633.0,195.45225401,166.14998633,13.25,4.33,1823801878.74,10.62
000686.SZ,000686,东北证券,SZ,主板,1997-02-27,19917254307.0,19917254307.0,199.17254307,199.17254307,8.51,0.35,107622290.6,0.54
000688.SZ,000688,国城矿业,SZ,主板,1997-01-20,15924367847.0,15924306719.0,159.24367847,159.24306719,14.15,-2.14,145793627.75,0.91
000690.SZ,000690,宝新能源,SZ,主板,1997-01-28,10248431830.0,10241760176.0,102.4843183,102.41760176,4.71,0.64,174111301.97,1.7
000691.SZ,000691,*ST亚太,SZ,主板,1997-02-28,3416963900.0,3416963900.0,34.169639,34.169639,10.57,-5.03,224435327.72,6.45
000697.SZ,000697,*ST炼石,SZ,主板,1997-03-25,7613439639.0,5152616861.0,76.13439639,51.52616861,8.72,3.69,60829378.5,1.19
000700.SZ,000700,模塑科技,SZ,主板,1997-02-28,8500822502.0,8500822502.0,85.00822502,85.00822502,9.26,0.54,164527505.02,1.93
000701.SZ,000701,厦门信达,SZ,主板,1997-02-26,3825068220.0,3778636127.0,38.2506822,37.78636127,5.66,2.91,140052356.96,3.71
000703.SZ,000703,恒逸石化,SZ,主板,1997-03-28,23128807676.0,23006510528.0,231.28807676,230.06510528,6.42,0.94,77715767.0,0.34
000708.SZ,000708,中信特钢,SZ,主板,1997-03-26,68641346474.0,68641346474.0,686.41346474,686.41346474,13.6,0.07,153781500.85,0.23
000709.SZ,000709,河钢股份,SZ,主板,1997-04-16,26359658785.0,26355301615.0,263.59658785,263.55301615,2.55,0.0,240274618.16,0.91
000710.SZ,000710,贝瑞基因,SZ,主板,1997-04-22,4503863464.0,4198211219.0,45.03863464,41.98211219,12.74,1.11,58172299.78,1.39
000711.SZ,000711,ST京蓝,SZ,主板,1997-04-11,4913999104.0,3931461988.0,49.13999104,39.31461988,1.72,0.58,27188868.0,0.69
000712.SZ,000712,锦龙股份,SZ,主板,1997-04-15,12266240000.0,12262600171.0,122.6624,122.62600171,13.69,0.22,216536134.44,1.76
000713.SZ,000713,国投丰乐,SZ,主板,1997-04-22,4248983662.0,4248983662.0,42.48983662,42.48983662,6.92,-0.29,41812982.35,0.99
000715.SZ,000715,中兴商业,SZ,主板,1997-05-08,3091286038.0,3083042254.0,30.91286038,30.83042254,5.72,1.24,45266408.92,1.48
000716.SZ,000716,黑芝麻,SZ,主板,1997-04-18,4633960733.0,4544882823.0,46.33960733,45.44882823,6.15,0.82,50592355.0,1.12
000717.SZ,000717,中南股份,SZ,主板,1997-05-08,6689813828.0,6689028263.0,66.89813828,66.89028263,2.76,1.1,64917554.0,0.97
000718.SZ,000718,苏宁环球,SZ,主板,1997-04-08,8102479145.0,6093188636.0,81.02479145,60.93188636,2.67,1.14,160789208.25,2.65
000719.SZ,000719,中原传媒,SZ,主板,1997-03-31,12605870188.0,8219257730.0,126.05870188,82.1925773,12.32,-0.56,104842597.64,1.28
000720.SZ,000720,新能泰山,SZ,主板,1997-05-09,4184250131.0,4184250131.0,41.84250131,41.84250131,3.33,2.46,45509123.3,1.1
000721.SZ,000721,西安饮食,SZ,主板,1997-04-30,4958619621.0,4426793061.0,49.58619621,44.26793061,8.64,1.53,87781191.39,1.99
000722.SZ,000722,湖南发展,SZ,主板,1997-05-22,5658089458.0,5658089458.0,56.58089458,56.58089458,12.19,0.58,60844112.66,1.08
000723.SZ,000723,美锦能源,SZ,主板,1997-05-15,22061436849.0,22025207685.0,220.61436849,220.25207685,5.01,3.09,698064176.03,3.19
000725.SZ,000725,京东方Ａ,SZ,主板,2001-01-12,149655521856.0,146824200804.0,1496.55521856,1468.24200804,4.0,0.0,1665718366.02,1.13
000726.SZ,000726,鲁  泰Ａ,SZ,主板,2000-12-25,5753838204.0,4144428330.0,57.53838204,41.4442833,7.04,1.15,110030304.31,2.67
000727.SZ,000727,冠捷科技,SZ,主板,1997-05-20,11595691469.0,11595691469.0,115.95691469,115.95691469,2.56,0.79,133031269.0,1.15
000728.SZ,000728,国元证券,SZ,主板,1997-06-16,39666741029.0,39666741029.0,396.66741029,396.66741029,9.09,-0.44,455388985.85,1.14
000729.SZ,000729,燕京啤酒,SZ,主板,1997-07-16,35203556369.0,31344987271.0,352.03556369,313.44987271,12.49,-1.5,281190762.4,0.9
000731.SZ,000731,四川美丰,SZ,主板,1997-06-17,3766508343.0,3766508343.0,37.66508343,37.66508343,6.74,0.75,29645209.0,0.79
000733.SZ,000733,振华科技,SZ,主板,1997-07-03,26134630366.0,26131107514.0,261.34630366,261.31107514,47.16,0.66,352668182.6,1.35
000735.SZ,000735,罗 牛 山,SZ,主板,1997-06-11,7772716652.0,7768558240.0,77.72716652,77.6855824,6.75,1.96,343238022.33,4.4
000736.SZ,000736,*ST中地,SZ,主板,1997-04-25,3720550037.0,3591904904.0,37.20550037,35.91904904,4.98,2.05,30102530.94,0.84
000737.SZ,000737,北方铜业,SZ,主板,1997-04-28,30132614002.0,30129793691.0,301.32614002,301.29793691,15.82,0.83,1068386587.21,3.53
000738.SZ,000738,航发控制,SZ,主板,1997-06-26,25475114099.0,25475114099.0,254.75114099,254.75114099,19.37,-0.36,120742270.17,0.47
000739.SZ,000739,普洛药业,SZ,主板,1997-05-09,18500343909.0,18493394228.0,185.00343909,184.93394228,15.97,0.25,163906363.41,0.88
000750.SZ,000750,国海证券,SZ,主板,1997-07-09,28482338167.0,25851069737.0,284.82338167,258.51069737,4.46,0.68,288443337.73,1.11
000751.SZ,000751,锌业股份,SZ,主板,1997-06-26,6236334097.0,5442093487.0,62.36334097,54.42093487,3.86,-1.78,194594687.16,3.55
000753.SZ,000753,漳州发展,SZ,主板,1997-06-26,7416278411.0,7416278411.0,74.16278411,74.16278411,7.48,-0.13,288613015.42,3.85
000755.SZ,000755,山西高速,SZ,主板,1997-06-27,7365897184.0,7365897184.0,73.65897184,73.65897184,5.02,1.21,28516980.92,0.39
000756.SZ,000756,新华制药,SZ,主板,1997-08-06,11181277632.0,7985433808.0,111.81277632,79.85433808,16.21,1.82,211145020.94,2.67
000758.SZ,000758,中色股份,SZ,主板,1997-04-16,13675095881.0,13575982206.0,136.75095881,135.75982206,6.87,-0.43,393535217.49,2.89
000759.SZ,000759,中百集团,SZ,主板,1997-05-19,4710905335.0,4662069838.0,47.10905335,46.62069838,7.11,0.42,79466513.07,1.71
000761.SZ,000761,本钢板材,SZ,主板,1998-01-15,14666399810.0,13238399810.0,146.6639981,132.3839981,3.57,0.28,34765423.05,0.26
000762.SZ,000762,西藏矿业,SZ,主板,1997-07-08,12263227514.0,12254438542.0,122.63227514,122.54438542,23.53,-1.05,395658422.87,3.21
000766.SZ,000766,通化金马,SZ,主板,1997-04-30,23679120322.0,23667188185.0,236.79120322,236.67188185,24.5,-2.97,604821215.35,2.53
000767.SZ,000767,晋控电力,SZ,主板,1997-06-09,9076979546.0,8591126986.0,90.76979546,85.91126986,2.95,1.72,118258371.34,1.39
000768.SZ,000768,中航西飞,SZ,主板,1997-06-26,70502128950.0,70288600475.0,705.0212895,702.88600475,25.35,-0.67,557303710.23,0.79
000776.SZ,000776,广发证券,SZ,主板,1997-06-11,172804810010.0,134140000346.0,1728.0481001,1341.40000346,22.72,-2.78,2791310795.97,2.06
000777.SZ,000777,中核科技,SZ,主板,1997-07-10,7860060657.0,7859921954.0,78.60060657,78.59921954,20.5,0.2,231760294.99,2.95
000778.SZ,000778,新兴铸管,SZ,主板,1997-06-06,15535674557.0,15262933544.0,155.35674557,152.62933544,3.92,0.77,204956784.7,1.35
000779.SZ,000779,甘咨询,SZ,主板,1997-05-28,4229948013.0,4229450152.0,42.29948013,42.29450152,9.1,0.78,27609144.56,0.65
000783.SZ,000783,长江证券,SZ,主板,1997-07-31,45512500362.0,45512500362.0,455.12500362,455.12500362,8.23,0.24,486307534.94,1.06
000785.SZ,000785,居然智家,SZ,主板,1997-07-11,17684818632.0,16749165438.0,176.84818632,167.49165438,2.84,0.35,107855360.41,0.64
000786.SZ,000786,北新建材,SZ,主板,1997-06-06,40588317464.0,39026386973.0,405.88317464,390.26386973,23.87,-0.5,273881320.19,0.7
000788.SZ,000788,北大医药,SZ,主板,1997-06-16,3695122035.0,3695122035.0,36.95122035,36.95122035,6.2,1.14,47843107.83,1.3
000789.SZ,000789,万年青,SZ,主板,1997-09-23,4752548193.0,4752548193.0,47.52548193,47.52548193,5.96,1.02,25691608.2,0.54
000791.SZ,000791,甘肃能源,SZ,主板,1997-10-14,22771754989.0,13588064938.0,227.71754989,135.88064938,7.02,0.72,173863859.04,1.28
000792.SZ,000792,盐湖股份,SZ,主板,1997-09-04,114827124140.0,114826455888.0,1148.2712414,1148.26455888,21.7,-1.81,1629461231.73,1.41
000793.SZ,000793,ST华闻,SZ,主板,1997-07-29,6011708826.0,5902635931.0,60.11708826,59.02635931,3.01,-0.66,115395098.11,1.93
000795.SZ,000795,英洛华,SZ,主板,1997-08-08,12096409379.0,12096409379.0,120.96409379,120.96409379,10.67,-0.47,202574150.97,1.68
000796.SZ,000796,凯撒旅业,SZ,主板,1997-07-03,10713309959.0,8889522291.0,107.13309959,88.89522291,6.68,7.05,1575448188.05,17.54
000797.SZ,000797,中国武夷,SZ,主板,1997-07-15,4382404265.0,4381897189.0,43.82404265,43.81897189,2.79,1.82,86955589.0,2.0
000799.SZ,000799,酒鬼酒,SZ,主板,1997-07-18,20360049887.0,20358264077.0,203.60049887,203.58264077,62.66,0.71,533585864.39,2.63
000800.SZ,000800,一汽解放,SZ,主板,1997-06-18,34399754015.0,34396816174.0,343.99754015,343.96816174,6.99,0.29,63876705.31,0.19
000801.SZ,000801,四川九洲,SZ,主板,1998-05-06,15590421803.0,15590421803.0,155.90421803,155.90421803,15.34,0.79,238591834.32,1.52
000802.SZ,000802,北京文化,SZ,主板,1998-01-08,3157120125.0,3155201775.0,31.57120125,31.55201775,4.41,2.08,44608886.0,1.42
000803.SZ,000803,山高环能,SZ,主板,1998-03-03,3166150879.0,3121959026.0,31.66150879,31.21959026,6.79,3.98,87498969.9,2.85
000807.SZ,000807,云铝股份,SZ,主板,1998-04-08,72965823801.0,72965058913.0,729.65823801,729.65058913,21.04,1.74,1190192948.4,1.64
000810.SZ,000810,创维数字,SZ,主板,1998-06-02,14977733996.0,14571244856.0,149.77733996,145.71244856,13.12,2.1,196699304.62,1.35
000811.SZ,000811,冰轮环境,SZ,主板,1998-05-28,13112749895.0,12925354394.0,131.12749895,129.25354394,13.21,2.4,257144615.98,2.0
000812.SZ,000812,陕西金叶,SZ,主板,1998-06-23,3497551394.0,3495132414.0,34.97551394,34.95132414,4.55,0.89,42498118.61,1.22
000813.SZ,000813,德展健康,SZ,主板,1998-05-19,8598132714.0,8596718214.0,85.98132714,85.96718214,4.1,0.74,146740591.98,1.72
000815.SZ,000815,美利云,SZ,主板,1998-06-09,8197151183.0,8197151183.0,81.97151183,81.97151183,11.79,-0.59,124895840.5,1.52
000816.SZ,000816,智慧农业,SZ,主板,1997-08-18,4746203683.0,4711491948.0,47.46203683,47.11491948,3.28,2.5,186115437.94,3.97
000818.SZ,000818,航锦科技,SZ,主板,1997-10-17,14110800834.0,14072560566.0,141.10800834,140.72560566,21.38,1.28,209275497.09,1.49
000819.SZ,000819,岳阳兴长,SZ,主板,1997-06-25,6599350477.0,6528406985.0,65.99350477,65.28406985,17.86,0.62,230737561.66,3.49
000821.SZ,000821,京山轻机,SZ,主板,1998-06-26,7505641075.0,7286041706.0,75.05641075,72.86041706,12.05,0.67,118690727.0,1.63
000822.SZ,000822,山东海化,SZ,主板,1998-07-03,4958809270.0,4958809270.0,49.5880927,49.5880927,5.54,0.73,30895232.99,0.63
000823.SZ,000823,超声电子,SZ,主板,1997-10-08,6653325788.0,6653043990.0,66.53325788,66.5304399,12.39,2.91,215446776.96,3.24
000825.SZ,000825,太钢不锈,SZ,主板,1998-10-21,23012841096.0,23012841096.0,230.12841096,230.12841096,4.04,0.25,169369163.95,0.74
000826.SZ,000826,启迪环境,SZ,主板,1998-02-25,3135777146.0,3135380510.0,31.35777146,31.3538051,2.2,0.92,105044323.61,3.37
000828.SZ,000828,东莞控股,SZ,主板,1997-06-17,12359857035.0,12359840983.0,123.59857035,123.59840983,11.89,0.08,72855540.0,0.59
000829.SZ,000829,天音控股,SZ,主板,1997-12-02,10015231279.0,10005746866.0,100.15231279,100.05746866,9.77,2.63,223708900.18,2.24
000830.SZ,000830,鲁西化工,SZ,主板,1998-08-07,24241981010.0,24240070466.0,242.4198101,242.40070466,12.73,-0.62,245772149.09,1.01
000831.SZ,000831,中国稀土,SZ,主板,1998-09-11,58452042050.0,58452042050.0,584.5204205,584.5204205,55.08,-1.99,2808344831.83,4.79
000833.SZ,000833,粤桂股份,SZ,主板,1998-11-11,11918941804.0,6742012106.0,119.18941804,67.42012106,14.86,3.55,951110679.76,14.06
000837.SZ,000837,秦川机床,SZ,主板,1998-09-28,13076474830.0,12914885140.0,130.7647483,129.1488514,12.82,2.31,245845082.16,1.91
000839.SZ,000839,国安股份,SZ,主板,1997-10-31,10230746779.0,10230746779.0,102.30746779,102.30746779,2.61,1.95,83019613.34,0.81
000848.SZ,000848,承德露露,SZ,主板,1997-11-13,9367731259.0,9278731259.0,93.67731259,92.78731259,8.9,0.45,172553707.23,1.85
000850.SZ,000850,华茂股份,SZ,主板,1998-10-07,4255929191.0,4254719924.0,42.55929191,42.54719924,4.51,1.12,48929850.0,1.15
000852.SZ,000852,石化机械,SZ,主板,1998-11-26,6710893177.0,6639086278.0,67.10893177,66.39086278,7.02,10.03,206334374.05,3.25
000858.SZ,000858,五 粮 液,SZ,主板,1998-04-27,467578500282.0,467558805916.0,4675.78500282,4675.58805916,120.46,-0.5,1589202775.08,0.34
000859.SZ,000859,国风新材,SZ,主板,1998-11-19,5671529795.0,5671206965.0,56.71529795,56.71206965,6.33,0.32,58651332.0,1.04
000860.SZ,000860,顺鑫农业,SZ,主板,1998-11-04,11549312019.0,11549312019.0,115.49312019,115.49312019,15.57,0.26,75922218.59,0.66
000862.SZ,000862,银星能源,SZ,主板,1998-09-15,5305778143.0,3629649769.0,53.05778143,36.29649769,5.78,0.35,74738627.61,2.07
