date,period,value,field,symbol
2019-10-31,2019-09-30,-0.451849,gr.yoyPNI,sz000725
2007-04-28,2007-03-31,0.784454,bal.currentRatio,sz000725
2007-08-28,2007-06-30,0.923765,bal.currentRatio,sz000725
2007-10-29,2007-09-30,0.966543,bal.currentRatio,sz000725
2008-04-01,2007-12-31,1.413862,bal.currentRatio,sz000725
2008-04-28,2008-03-31,1.323834,bal.currentRatio,sz000725
2008-08-27,2008-06-30,0.940931,bal.currentRatio,sz000725
2008-10-30,2008-09-30,1.390515,bal.currentRatio,sz000725
2009-04-21,2008-12-31,1.328772,bal.currentRatio,sz000725
2009-04-29,2009-03-31,1.206516,bal.currentRatio,sz000725
2009-08-25,2009-06-30,4.877279,bal.currentRatio,sz000725
2009-10-29,2009-09-30,4.718625,bal.currentRatio,sz000725
2010-04-20,2009-12-31,4.948455,bal.currentRatio,sz000725
2010-04-29,2010-03-31,4.798762,bal.currentRatio,sz000725
2010-08-28,2010-06-30,3.181691,bal.currentRatio,sz000725
2010-10-29,2010-09-30,2.476258,bal.currentRatio,sz000725
2011-04-26,2010-12-31,2.512746,bal.currentRatio,sz000725
2011-04-27,2011-03-31,2.045313,bal.currentRatio,sz000725
2011-08-30,2011-06-30,1.716561,bal.currentRatio,sz000725
2011-10-29,2011-09-30,1.464522,bal.currentRatio,sz000725
2012-04-27,2011-12-31,1.648106,bal.currentRatio,sz000725
2012-04-27,2012-03-31,1.800066,bal.currentRatio,sz000725
2012-08-29,2012-06-30,1.996446,bal.currentRatio,sz000725
2012-10-30,2012-09-30,2.024969,bal.currentRatio,sz000725
2013-04-23,2012-12-31,2.080702,bal.currentRatio,sz000725
2013-04-25,2013-03-31,2.20658,bal.currentRatio,sz000725
2013-08-20,2013-06-30,1.666358,bal.currentRatio,sz000725
2013-10-29,2013-09-30,1.35442,bal.currentRatio,sz000725
2014-04-22,2013-12-31,1.208248,bal.currentRatio,sz000725
2014-04-25,2014-03-31,3.814731,bal.currentRatio,sz000725
2014-08-30,2014-06-30,3.207594,bal.currentRatio,sz000725
2014-10-30,2014-09-30,3.172076,bal.currentRatio,sz000725
2015-04-21,2014-12-31,3.092474,bal.currentRatio,sz000725
2015-04-23,2015-03-31,3.044007,bal.currentRatio,sz000725
2015-08-25,2015-06-30,2.981936,bal.currentRatio,sz000725
2015-10-27,2015-09-30,2.682611,bal.currentRatio,sz000725
2016-04-26,2015-12-31,2.208312,bal.currentRatio,sz000725
2016-04-26,2016-03-31,3.070068,bal.currentRatio,sz000725
2016-08-30,2016-06-30,2.917416,bal.currentRatio,sz000725
2016-10-25,2016-09-30,2.254,bal.currentRatio,sz000725
2017-04-25,2016-12-31,2.196969,bal.currentRatio,sz000725
2017-04-25,2017-03-31,2.096619,bal.currentRatio,sz000725
2017-08-29,2017-06-30,1.738701,bal.currentRatio,sz000725
2017-10-31,2017-09-30,2.026214,bal.currentRatio,sz000725
2018-04-24,2017-12-31,2.006192,bal.currentRatio,sz000725
2018-04-24,2018-03-31,1.941232,bal.currentRatio,sz000725
2018-08-28,2018-06-30,2.03758,bal.currentRatio,sz000725
2018-10-30,2018-09-30,1.840029,bal.currentRatio,sz000725
2019-03-26,2018-12-31,1.602046,bal.currentRatio,sz000725
2019-04-30,2019-03-31,1.533596,bal.currentRatio,sz000725
2019-08-27,2019-06-30,1.40773,bal.currentRatio,sz000725
2019-10-31,2019-09-30,1.341251,bal.currentRatio,sz000725
2007-04-28,2007-03-31,0.615585,bal.quickRatio,sz000725
2007-08-28,2007-06-30,0.737224,bal.quickRatio,sz000725
2007-10-29,2007-09-30,0.791469,bal.quickRatio,sz000725
2008-04-01,2007-12-31,1.173891,bal.quickRatio,sz000725
2008-04-28,2008-03-31,1.087551,bal.quickRatio,sz000725
2008-08-27,2008-06-30,0.751267,bal.quickRatio,sz000725
2008-10-30,2008-09-30,1.138362,bal.quickRatio,sz000725
2009-04-21,2008-12-31,1.216755,bal.quickRatio,sz000725
2009-04-29,2009-03-31,1.106066,bal.quickRatio,sz000725
2009-08-25,2009-06-30,4.698404,bal.quickRatio,sz000725
2009-10-29,2009-09-30,4.47512,bal.quickRatio,sz000725
2010-04-20,2009-12-31,4.740914,bal.quickRatio,sz000725
2010-04-29,2010-03-31,4.585852,bal.quickRatio,sz000725
2010-08-28,2010-06-30,3.041039,bal.quickRatio,sz000725
2010-10-29,2010-09-30,2.358829,bal.quickRatio,sz000725
2011-04-26,2010-12-31,2.395167,bal.quickRatio,sz000725
2011-04-27,2011-03-31,1.932484,bal.quickRatio,sz000725
2011-08-30,2011-06-30,1.581018,bal.quickRatio,sz000725
2011-10-29,2011-09-30,1.359493,bal.quickRatio,sz000725
2012-04-27,2011-12-31,1.5233,bal.quickRatio,sz000725
2012-04-27,2012-03-31,1.633079,bal.quickRatio,sz000725
2012-08-29,2012-06-30,1.802155,bal.quickRatio,sz000725
2012-10-30,2012-09-30,1.814426,bal.quickRatio,sz000725
2013-04-23,2012-12-31,1.865722,bal.quickRatio,sz000725
2013-04-25,2013-03-31,1.979163,bal.quickRatio,sz000725
2013-08-20,2013-06-30,1.543407,bal.quickRatio,sz000725
2013-10-29,2013-09-30,1.244539,bal.quickRatio,sz000725
2014-04-22,2013-12-31,1.09299,bal.quickRatio,sz000725
2014-04-25,2014-03-31,3.583669,bal.quickRatio,sz000725
2014-08-30,2014-06-30,3.007527,bal.quickRatio,sz000725
2014-10-30,2014-09-30,2.948255,bal.quickRatio,sz000725
2015-04-21,2014-12-31,2.873087,bal.quickRatio,sz000725
2015-04-23,2015-03-31,2.77362,bal.quickRatio,sz000725
2015-08-25,2015-06-30,2.689801,bal.quickRatio,sz000725
2015-10-27,2015-09-30,2.415487,bal.quickRatio,sz000725
2016-04-26,2015-12-31,1.979387,bal.quickRatio,sz000725
2016-04-26,2016-03-31,2.798937,bal.quickRatio,sz000725
2016-08-30,2016-06-30,2.649933,bal.quickRatio,sz000725
2016-10-25,2016-09-30,2.018925,bal.quickRatio,sz000725
2017-04-25,2016-12-31,2.007944,bal.quickRatio,sz000725
2017-04-25,2017-03-31,1.877101,bal.quickRatio,sz000725
2017-08-29,2017-06-30,1.5513,bal.quickRatio,sz000725
2017-10-31,2017-09-30,1.828608,bal.quickRatio,sz000725
2018-04-24,2017-12-31,1.826087,bal.quickRatio,sz000725
2018-04-24,2018-03-31,1.726118,bal.quickRatio,sz000725
2018-08-28,2018-06-30,1.81444,bal.quickRatio,sz000725
2018-10-30,2018-09-30,1.613986,bal.quickRatio,sz000725
2019-03-26,2018-12-31,1.409442,bal.quickRatio,sz000725
2019-04-30,2019-03-31,1.328864,bal.quickRatio,sz000725
2019-08-27,2019-06-30,1.193994,bal.quickRatio,sz000725
2019-10-31,2019-09-30,1.172623,bal.quickRatio,sz000725
2007-04-28,2007-03-31,0.330626,bal.cashRatio,sz000725
2007-08-28,2007-06-30,0.370298,bal.cashRatio,sz000725
2007-10-29,2007-09-30,0.398231,bal.cashRatio,sz000725
2008-04-01,2007-12-31,0.516631,bal.cashRatio,sz000725
2008-04-28,2008-03-31,0.466695,bal.cashRatio,sz000725
2008-08-27,2008-06-30,0.334251,bal.cashRatio,sz000725
2008-10-30,2008-09-30,0.772482,bal.cashRatio,sz000725
2009-04-21,2008-12-31,0.925994,bal.cashRatio,sz000725
2009-04-29,2009-03-31,0.842051,bal.cashRatio,sz000725
2009-08-25,2009-06-30,4.128899,bal.cashRatio,sz000725
2009-10-29,2009-09-30,3.853726,bal.cashRatio,sz000725
2010-04-20,2009-12-31,4.210287,bal.cashRatio,sz000725
2010-04-29,2010-03-31,4.030997,bal.cashRatio,sz000725
2010-08-28,2010-06-30,2.665086,bal.cashRatio,sz000725
2010-10-29,2010-09-30,2.044737,bal.cashRatio,sz000725
2011-04-26,2010-12-31,2.175813,bal.cashRatio,sz000725
2011-04-27,2011-03-31,1.646814,bal.cashRatio,sz000725
2011-08-30,2011-06-30,1.382896,bal.cashRatio,sz000725
2011-10-29,2011-09-30,1.118029,bal.cashRatio,sz000725
2012-04-27,2011-12-31,1.198712,bal.cashRatio,sz000725
2012-04-27,2012-03-31,1.105005,bal.cashRatio,sz000725
2012-08-29,2012-06-30,1.175739,bal.cashRatio,sz000725
2012-10-30,2012-09-30,1.044398,bal.cashRatio,sz000725
2013-04-23,2012-12-31,1.225317,bal.cashRatio,sz000725
2013-04-25,2013-03-31,1.303259,bal.cashRatio,sz000725
2013-08-20,2013-06-30,1.208253,bal.cashRatio,sz000725
2013-10-29,2013-09-30,0.915051,bal.cashRatio,sz000725
2014-04-22,2013-12-31,0.781337,bal.cashRatio,sz000725
2014-04-25,2014-03-31,3.077503,bal.cashRatio,sz000725
2014-08-30,2014-06-30,2.487012,bal.cashRatio,sz000725
2014-10-30,2014-09-30,2.250575,bal.cashRatio,sz000725
2015-04-21,2014-12-31,2.116905,bal.cashRatio,sz000725
2015-04-23,2015-03-31,1.963525,bal.cashRatio,sz000725
2015-08-25,2015-06-30,1.80305,bal.cashRatio,sz000725
2015-10-27,2015-09-30,1.558271,bal.cashRatio,sz000725
2016-04-26,2015-12-31,1.346204,bal.cashRatio,sz000725
2016-04-26,2016-03-31,2.027377,bal.cashRatio,sz000725
2016-08-30,2016-06-30,1.653798,bal.cashRatio,sz000725
2016-10-25,2016-09-30,1.23099,bal.cashRatio,sz000725
2017-04-25,2016-12-31,1.40331,bal.cashRatio,sz000725
2017-04-25,2017-03-31,1.214122,bal.cashRatio,sz000725
2017-08-29,2017-06-30,0.974726,bal.cashRatio,sz000725
2017-10-31,2017-09-30,1.129447,bal.cashRatio,sz000725
2018-04-24,2017-12-31,1.148634,bal.cashRatio,sz000725
2018-04-24,2018-03-31,1.091062,bal.cashRatio,sz000725
2018-08-28,2018-06-30,1.032315,bal.cashRatio,sz000725
2018-10-30,2018-09-30,0.985304,bal.cashRatio,sz000725
2019-03-26,2018-12-31,0.827304,bal.cashRatio,sz000725
2019-04-30,2019-03-31,0.880186,bal.cashRatio,sz000725
2019-08-27,2019-06-30,0.702775,bal.cashRatio,sz000725
2019-10-31,2019-09-30,0.666709,bal.cashRatio,sz000725
2007-04-28,2007-03-31,0.725126,bal.liabilityToAsset,sz000725
2007-08-28,2007-06-30,0.71618,bal.liabilityToAsset,sz000725
2007-10-29,2007-09-30,0.684182,bal.liabilityToAsset,sz000725
2008-04-01,2007-12-31,0.587383,bal.liabilityToAsset,sz000725
2008-04-28,2008-03-31,0.554707,bal.liabilityToAsset,sz000725
2008-08-27,2008-06-30,0.543211,bal.liabilityToAsset,sz000725
2008-10-30,2008-09-30,0.441883,bal.liabilityToAsset,sz000725
2009-04-21,2008-12-31,0.518059,bal.liabilityToAsset,sz000725
2009-04-29,2009-03-31,0.56903,bal.liabilityToAsset,sz000725
2009-08-25,2009-06-30,0.321462,bal.liabilityToAsset,sz000725
2009-10-29,2009-09-30,0.322648,bal.liabilityToAsset,sz000725
2010-04-20,2009-12-31,0.28346,bal.liabilityToAsset,sz000725
2010-04-29,2010-03-31,0.284689,bal.liabilityToAsset,sz000725
2010-08-28,2010-06-30,0.302962,bal.liabilityToAsset,sz000725
2010-10-29,2010-09-30,0.372729,bal.liabilityToAsset,sz000725
2011-04-26,2010-12-31,0.368249,bal.liabilityToAsset,sz000725
2011-04-27,2011-03-31,0.411489,bal.liabilityToAsset,sz000725
2011-08-30,2011-06-30,0.483481,bal.liabilityToAsset,sz000725
2011-10-29,2011-09-30,0.508944,bal.liabilityToAsset,sz000725
2012-04-27,2011-12-31,0.490391,bal.liabilityToAsset,sz000725
2012-04-27,2012-03-31,0.4816,bal.liabilityToAsset,sz000725
2012-08-29,2012-06-30,0.495209,bal.liabilityToAsset,sz000725
2012-10-30,2012-09-30,0.498855,bal.liabilityToAsset,sz000725
2013-04-23,2012-12-31,0.474486,bal.liabilityToAsset,sz000725
2013-04-25,2013-03-31,0.482723,bal.liabilityToAsset,sz000725
2013-08-20,2013-06-30,0.542641,bal.liabilityToAsset,sz000725
2013-10-29,2013-09-30,0.546967,bal.liabilityToAsset,sz000725
2014-04-22,2013-12-31,0.587693,bal.liabilityToAsset,sz000725
2014-04-25,2014-03-31,0.405437,bal.liabilityToAsset,sz000725
2014-08-30,2014-06-30,0.404785,bal.liabilityToAsset,sz000725
2014-10-30,2014-09-30,0.40815,bal.liabilityToAsset,sz000725
2015-04-21,2014-12-31,0.43512,bal.liabilityToAsset,sz000725
2015-04-23,2015-03-31,0.429853,bal.liabilityToAsset,sz000725
2015-08-25,2015-06-30,0.439831,bal.liabilityToAsset,sz000725
2015-10-27,2015-09-30,0.461816,bal.liabilityToAsset,sz000725
2016-04-26,2015-12-31,0.486537,bal.liabilityToAsset,sz000725
2016-04-26,2016-03-31,0.500002,bal.liabilityToAsset,sz000725
2016-08-30,2016-06-30,0.521743,bal.liabilityToAsset,sz000725
2016-10-25,2016-09-30,0.531862,bal.liabilityToAsset,sz000725
2017-04-25,2016-12-31,0.551437,bal.liabilityToAsset,sz000725
2017-04-25,2017-03-31,0.548563,bal.liabilityToAsset,sz000725
2017-08-29,2017-06-30,0.567707,bal.liabilityToAsset,sz000725
2017-10-31,2017-09-30,0.561493,bal.liabilityToAsset,sz000725
2018-04-24,2017-12-31,0.592813,bal.liabilityToAsset,sz000725
2018-04-24,2018-03-31,0.595011,bal.liabilityToAsset,sz000725
2018-08-28,2018-06-30,0.593118,bal.liabilityToAsset,sz000725
2018-10-30,2018-09-30,0.610986,bal.liabilityToAsset,sz000725
2019-03-26,2018-12-31,0.604125,bal.liabilityToAsset,sz000725
2019-04-30,2019-03-31,0.601466,bal.liabilityToAsset,sz000725
2019-08-27,2019-06-30,0.60736,bal.liabilityToAsset,sz000725
2019-10-31,2019-09-30,0.602068,bal.liabilityToAsset,sz000725
2007-04-28,2007-03-31,3.638035,bal.assetToEquity,sz000725
2007-08-28,2007-06-30,3.523363,bal.assetToEquity,sz000725
2007-10-29,2007-09-30,3.166384,bal.assetToEquity,sz000725
2008-04-01,2007-12-31,2.423556,bal.assetToEquity,sz000725
2008-04-28,2008-03-31,2.245715,bal.assetToEquity,sz000725
2008-08-27,2008-06-30,2.189194,bal.assetToEquity,sz000725
2008-10-30,2008-09-30,1.79174,bal.assetToEquity,sz000725
2009-04-21,2008-12-31,2.074942,bal.assetToEquity,sz000725
2009-04-29,2009-03-31,2.320348,bal.assetToEquity,sz000725
2009-08-25,2009-06-30,1.473756,bal.assetToEquity,sz000725
2009-10-29,2009-09-30,1.476337,bal.assetToEquity,sz000725
2010-04-20,2009-12-31,1.395595,bal.assetToEquity,sz000725
2010-04-29,2010-03-31,1.397994,bal.assetToEquity,sz000725
2010-08-28,2010-06-30,1.434641,bal.assetToEquity,sz000725
2010-10-29,2010-09-30,1.594207,bal.assetToEquity,sz000725
2011-04-26,2010-12-31,1.582903,bal.assetToEquity,sz000725
2011-04-27,2011-03-31,1.699203,bal.assetToEquity,sz000725
2011-08-30,2011-06-30,1.936036,bal.assetToEquity,sz000725
2011-10-29,2011-09-30,2.036428,bal.assetToEquity,sz000725
2012-04-27,2011-12-31,1.96229,bal.assetToEquity,sz000725
2012-04-27,2012-03-31,1.929014,bal.assetToEquity,sz000725
2012-08-29,2012-06-30,1.981017,bal.assetToEquity,sz000725
2012-10-30,2012-09-30,1.995429,bal.assetToEquity,sz000725
2013-04-23,2012-12-31,1.902898,bal.assetToEquity,sz000725
2013-04-25,2013-03-31,1.9332,bal.assetToEquity,sz000725
2013-08-20,2013-06-30,2.186466,bal.assetToEquity,sz000725
2013-10-29,2013-09-30,2.207343,bal.assetToEquity,sz000725
2014-04-22,2013-12-31,2.425376,bal.assetToEquity,sz000725
2014-04-25,2014-03-31,1.681909,bal.assetToEquity,sz000725
2014-08-30,2014-06-30,1.680064,bal.assetToEquity,sz000725
2014-10-30,2014-09-30,1.689618,bal.assetToEquity,sz000725
2015-04-21,2014-12-31,1.770288,bal.assetToEquity,sz000725
2015-04-23,2015-03-31,1.753933,bal.assetToEquity,sz000725
2015-08-25,2015-06-30,1.785176,bal.assetToEquity,sz000725
2015-10-27,2015-09-30,1.858102,bal.assetToEquity,sz000725
2016-04-26,2015-12-31,1.947559,bal.assetToEquity,sz000725
2016-04-26,2016-03-31,2.00001,bal.assetToEquity,sz000725
2016-08-30,2016-06-30,2.090925,bal.assetToEquity,sz000725
2016-10-25,2016-09-30,2.136124,bal.assetToEquity,sz000725
2017-04-25,2016-12-31,2.229339,bal.assetToEquity,sz000725
2017-04-25,2017-03-31,2.21515,bal.assetToEquity,sz000725
2017-08-29,2017-06-30,2.313247,bal.assetToEquity,sz000725
2017-10-31,2017-09-30,2.280464,bal.assetToEquity,sz000725
2018-04-24,2017-12-31,2.455871,bal.assetToEquity,sz000725
2018-04-24,2018-03-31,2.469205,bal.assetToEquity,sz000725
2018-08-28,2018-06-30,2.457716,bal.assetToEquity,sz000725
2018-10-30,2018-09-30,2.570604,bal.assetToEquity,sz000725
2019-03-26,2018-12-31,2.52605,bal.assetToEquity,sz000725
2019-04-30,2019-03-31,2.509194,bal.assetToEquity,sz000725
2019-08-27,2019-06-30,2.54686,bal.assetToEquity,sz000725
2019-10-31,2019-09-30,2.512989,bal.assetToEquity,sz000725
2007-04-28,2007-03-31,-0.011842,dup.roe,sz000725
2007-08-28,2007-06-30,0.019984,dup.roe,sz000725
2007-10-29,2007-09-30,0.125474,dup.roe,sz000725
2008-04-01,2007-12-31,0.163351,dup.roe,sz000725
2008-04-28,2008-03-31,0.064859,dup.roe,sz000725
2008-08-27,2008-06-30,0.105183,dup.roe,sz000725
2008-10-30,2008-09-30,0.018945,dup.roe,sz000725
2009-04-21,2008-12-31,-0.153715,dup.roe,sz000725
2009-04-29,2009-03-31,-0.071656,dup.roe,sz000725
2009-08-25,2009-06-30,-0.065331,dup.roe,sz000725
2009-10-29,2009-09-30,-0.065929,dup.roe,sz000725
2010-04-20,2009-12-31,0.004146,dup.roe,sz000725
2010-04-29,2010-03-31,-0.016599,dup.roe,sz000725
2010-08-28,2010-06-30,-0.030483,dup.roe,sz000725
2010-10-29,2010-09-30,-0.056439,dup.roe,sz000725
2011-04-26,2010-12-31,-0.093234,dup.roe,sz000725
2011-04-27,2011-03-31,-0.027414,dup.roe,sz000725
2011-08-30,2011-06-30,-0.049944,dup.roe,sz000725
2011-10-29,2011-09-30,-0.089859,dup.roe,sz000725
2012-04-27,2011-12-31,0.022195,dup.roe,sz000725
2012-04-27,2012-03-31,-0.019525,dup.roe,sz000725
2012-08-29,2012-06-30,-0.031226,dup.roe,sz000725
2012-10-30,2012-09-30,-0.025136,dup.roe,sz000725
2013-04-23,2012-12-31,0.01003,dup.roe,sz000725
2013-04-25,2013-03-31,0.011021,dup.roe,sz000725
2013-08-20,2013-06-30,0.032646,dup.roe,sz000725
2013-10-29,2013-09-30,0.051155,dup.roe,sz000725
2014-04-22,2013-12-31,0.086938,dup.roe,sz000725
2014-04-25,2014-03-31,0.011511,dup.roe,sz000725
2014-08-30,2014-06-30,0.020303,dup.roe,sz000725
2014-10-30,2014-09-30,0.035741,dup.roe,sz000725
2015-04-21,2014-12-31,0.04908,dup.roe,sz000725
2015-04-23,2015-03-31,0.012764,dup.roe,sz000725
2015-08-25,2015-06-30,0.025298,dup.roe,sz000725
2015-10-27,2015-09-30,0.025846,dup.roe,sz000725
2016-04-26,2015-12-31,0.0213,dup.roe,sz000725
2016-04-26,2016-03-31,0.001397,dup.roe,sz000725
2016-08-30,2016-06-30,-0.006704,dup.roe,sz000725
2016-10-25,2016-09-30,0.001819,dup.roe,sz000725
2017-04-25,2016-12-31,0.024107,dup.roe,sz000725
2017-04-25,2017-03-31,0.030224,dup.roe,sz000725
2017-08-29,2017-06-30,0.053611,dup.roe,sz000725
2017-10-31,2017-09-30,0.079737,dup.roe,sz000725
2018-04-24,2017-12-31,0.092565,dup.roe,sz000725
2018-04-24,2018-03-31,0.023552,dup.roe,sz000725
2018-08-28,2018-06-30,0.034946,dup.roe,sz000725
2018-10-30,2018-09-30,0.039607,dup.roe,sz000725
2019-03-26,2018-12-31,0.040255,dup.roe,sz000725
2019-04-30,2019-03-31,0.012164,dup.roe,sz000725
2019-08-27,2019-06-30,0.019358,dup.roe,sz000725
2019-10-31,2019-09-30,0.02146,dup.roe,sz000725
2007-04-28,2007-03-31,0.136035,dup.assetTurn,sz000725
2007-08-28,2007-06-30,0.296239,dup.assetTurn,sz000725
2007-10-29,2007-09-30,0.498474,dup.assetTurn,sz000725
2008-04-01,2007-12-31,0.746294,dup.assetTurn,sz000725
2008-04-28,2008-03-31,0.221072,dup.assetTurn,sz000725
2008-08-27,2008-06-30,0.411096,dup.assetTurn,sz000725
2008-10-30,2008-09-30,0.531534,dup.assetTurn,sz000725
2009-04-21,2008-12-31,0.61005,dup.assetTurn,sz000725
2009-04-29,2009-03-31,0.050682,dup.assetTurn,sz000725
2009-08-25,2009-06-30,0.114963,dup.assetTurn,sz000725
2009-10-29,2009-09-30,0.217353,dup.assetTurn,sz000725
2010-04-20,2009-12-31,0.280515,dup.assetTurn,sz000725
2010-04-29,2010-03-31,0.060218,dup.assetTurn,sz000725
2010-08-28,2010-06-30,0.120956,dup.assetTurn,sz000725
2010-10-29,2010-09-30,0.170671,dup.assetTurn,sz000725
2011-04-26,2010-12-31,0.189178,dup.assetTurn,sz000725
2011-04-27,2011-03-31,0.035421,dup.assetTurn,sz000725
2011-08-30,2011-06-30,0.083742,dup.assetTurn,sz000725
2011-10-29,2011-09-30,0.14288,dup.assetTurn,sz000725
2012-04-27,2011-12-31,0.207179,dup.assetTurn,sz000725
2012-04-27,2012-03-31,0.06146,dup.assetTurn,sz000725
2012-08-29,2012-06-30,0.141218,dup.assetTurn,sz000725
2012-10-30,2012-09-30,0.250206,dup.assetTurn,sz000725
2013-04-23,2012-12-31,0.379343,dup.assetTurn,sz000725
2013-04-25,2013-03-31,0.118459,dup.assetTurn,sz000725
2013-08-20,2013-06-30,0.209086,dup.assetTurn,sz000725
2013-10-29,2013-09-30,0.314149,dup.assetTurn,sz000725
2014-04-22,2013-12-31,0.423121,dup.assetTurn,sz000725
2014-04-25,2014-03-31,0.073911,dup.assetTurn,sz000725
2014-08-30,2014-06-30,0.146169,dup.assetTurn,sz000725
2014-10-30,2014-09-30,0.22791,dup.assetTurn,sz000725
2015-04-21,2014-12-31,0.321851,dup.assetTurn,sz000725
2015-04-23,2015-03-31,0.084891,dup.assetTurn,sz000725
2015-08-25,2015-06-30,0.165797,dup.assetTurn,sz000725
2015-10-27,2015-09-30,0.257454,dup.assetTurn,sz000725
2016-04-26,2015-12-31,0.336691,dup.assetTurn,sz000725
2016-04-26,2016-03-31,0.077982,dup.assetTurn,sz000725
2016-08-30,2016-06-30,0.163833,dup.assetTurn,sz000725
2016-10-25,2016-09-30,0.279722,dup.assetTurn,sz000725
2017-04-25,2016-12-31,0.385185,dup.assetTurn,sz000725
2017-04-25,2017-03-31,0.10435,dup.assetTurn,sz000725
2017-08-29,2017-06-30,0.207173,dup.assetTurn,sz000725
2017-10-31,2017-09-30,0.312586,dup.assetTurn,sz000725
2018-04-24,2017-12-31,0.406728,dup.assetTurn,sz000725
2018-04-24,2018-03-31,0.083135,dup.assetTurn,sz000725
2018-08-28,2018-06-30,0.163331,dup.assetTurn,sz000725
2018-10-30,2018-09-30,0.254547,dup.assetTurn,sz000725
2019-03-26,2018-12-31,0.346732,dup.assetTurn,sz000725
2019-04-30,2019-03-31,0.086406,dup.assetTurn,sz000725
2019-08-27,2019-06-30,0.177234,dup.assetTurn,sz000725
2019-10-31,2019-09-30,0.272814,dup.assetTurn,sz000725
2007-04-28,2007-03-31,4.302449,dup.leverage,sz000725
2007-08-28,2007-06-30,4.236393,dup.leverage,sz000725
2007-10-29,2007-09-30,4.0289,dup.leverage,sz000725
2008-04-01,2007-12-31,3.538653,dup.leverage,sz000725
2008-04-28,2008-03-31,2.820962,dup.leverage,sz000725
2008-08-27,2008-06-30,2.789787,dup.leverage,sz000725
2008-10-30,2008-09-30,2.398146,dup.leverage,sz000725
2009-04-21,2008-12-31,2.600448,dup.leverage,sz000725
2009-04-29,2009-03-31,2.481298,dup.leverage,sz000725
2009-08-25,2009-06-30,1.742612,dup.leverage,sz000725
2009-10-29,2009-09-30,1.740835,dup.leverage,sz000725
2010-04-20,2009-12-31,1.859103,dup.leverage,sz000725
2010-04-29,2010-03-31,1.758352,dup.leverage,sz000725
2010-08-28,2010-06-30,1.951242,dup.leverage,sz000725
2010-10-29,2010-09-30,2.074108,dup.leverage,sz000725
2011-04-26,2010-12-31,1.973817,dup.leverage,sz000725
2011-04-27,2011-03-31,2.259144,dup.leverage,sz000725
2011-08-30,2011-06-30,2.423959,dup.leverage,sz000725
2011-10-29,2011-09-30,2.49873,dup.leverage,sz000725
2012-04-27,2011-12-31,2.43366,dup.leverage,sz000725
2012-04-27,2012-03-31,2.664206,dup.leverage,sz000725
2012-08-29,2012-06-30,2.700167,dup.leverage,sz000725
2012-10-30,2012-09-30,2.707804,dup.leverage,sz000725
2013-04-23,2012-12-31,2.639737,dup.leverage,sz000725
2013-04-25,2013-03-31,2.613306,dup.leverage,sz000725
2013-08-20,2013-06-30,2.953493,dup.leverage,sz000725
2013-10-29,2013-09-30,2.968174,dup.leverage,sz000725
2014-04-22,2013-12-31,2.948789,dup.leverage,sz000725
2014-04-25,2014-03-31,2.144429,dup.leverage,sz000725
2014-08-30,2014-06-30,2.148672,dup.leverage,sz000725
2014-10-30,2014-09-30,2.138152,dup.leverage,sz000725
2015-04-21,2014-12-31,2.191223,dup.leverage,sz000725
2015-04-23,2015-03-31,1.780517,dup.leverage,sz000725
2015-08-25,2015-06-30,1.796387,dup.leverage,sz000725
2015-10-27,2015-09-30,1.835147,dup.leverage,sz000725
2016-04-26,2015-12-31,1.879931,dup.leverage,sz000725
2016-04-26,2016-03-31,2.034342,dup.leverage,sz000725
2016-08-30,2016-06-30,2.095374,dup.leverage,sz000725
2016-10-25,2016-09-30,2.11972,dup.leverage,sz000725
2017-04-25,2016-12-31,2.290408,dup.leverage,sz000725
2017-04-25,2017-03-31,2.623331,dup.leverage,sz000725
2017-08-29,2017-06-30,2.682724,dup.leverage,sz000725
2017-10-31,2017-09-30,2.734133,dup.leverage,sz000725
2018-04-24,2017-12-31,2.820894,dup.leverage,sz000725
2018-04-24,2018-03-31,3.026687,dup.leverage,sz000725
2018-08-28,2018-06-30,3.12636,dup.leverage,sz000725
2018-10-30,2018-09-30,3.198694,dup.leverage,sz000725
2019-03-26,2018-12-31,3.282056,dup.leverage,sz000725
2019-04-30,2019-03-31,3.540783,dup.leverage,sz000725
2019-08-27,2019-06-30,3.603028,dup.leverage,sz000725
2019-10-31,2019-09-30,3.640546,dup.leverage,sz000725
2007-04-28,2007-03-31,1.027948,dup.taxBurden,sz000725
2007-08-28,2007-06-30,0.781437,dup.taxBurden,sz000725
2007-10-29,2007-09-30,0.979386,dup.taxBurden,sz000725
2008-04-01,2007-12-31,1.066969,dup.taxBurden,sz000725
2008-04-28,2008-03-31,0.919676,dup.taxBurden,sz000725
2008-08-27,2008-06-30,0.917084,dup.taxBurden,sz000725
2008-10-30,2008-09-30,0.628274,dup.taxBurden,sz000725
2009-04-21,2008-12-31,1.072545,dup.taxBurden,sz000725
2009-04-29,2009-03-31,1.004036,dup.taxBurden,sz000725
2009-08-25,2009-06-30,1.007458,dup.taxBurden,sz000725
2009-10-29,2009-09-30,1.010185,dup.taxBurden,sz000725
2010-04-20,2009-12-31,0.796413,dup.taxBurden,sz000725
2010-04-29,2010-03-31,0.994983,dup.taxBurden,sz000725
2010-08-28,2010-06-30,1.024863,dup.taxBurden,sz000725
2010-10-29,2010-09-30,1.014399,dup.taxBurden,sz000725
